inventory_id,source_path,line,anchor,rule_text,extraction_basis,decision_kind,language,domain,backend_expected,detector_expected,fixture_expected,test_expected,failure_criterion,source_hash
ARS-RULE-01152,ai-ressources/code-conventions/swift-kotlin.md,113,#memory-management,Kotlin: avoid leaking `Activity`/`Context` references. Use `viewModelScope`/`lifecycleScope`. Cancel subscriptions in `onDestroy`/`onCleared`,list-or-table-row+normative-keyword+colon-normative,executable,kotlin,code,ast-grep,"swift.no_try_force,kotlin.no_unchecked_cast","swift/no_try_force,kotlin/no_unchecked_cast","pytest:tests/fixtures/conventions_ast/swift/no_try_force,pytest:tests/fixtures/conventions_ast/kotlin/no_unchecked_cast","The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:5a65f11d4f54bac0bfdbd50092cd7b3663b353a2e6d7a26fe8b3f6d47387b74a
ARS-RULE-01163,ai-ressources/code-conventions/tailwind.md,9,#v4-configuration,Use `@tailwindcss/vite` plugin (not PostCSS) for Vite projects,list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01165,ai-ressources/code-conventions/tailwind.md,11,#v4-configuration,Use `@plugin` directive for plugins (not `@import`),list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01168,ai-ressources/code-conventions/tailwind.md,52,#critical-rules,Never double-wrap: `hsl(var(--color))` is wrong — use `var(--color)` directly in utilities,list-or-table-row+normative-keyword+colon-normative,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01169,ai-ressources/code-conventions/tailwind.md,53,#critical-rules,Never put `:root` or `.dark` inside `@layer base` blocks,list-or-table-row+normative-keyword+colon-normative,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01170,ai-ressources/code-conventions/tailwind.md,54,#critical-rules,Never nest `.dark { @theme { } }` — not supported,list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01171,ai-ressources/code-conventions/tailwind.md,55,#critical-rules,Never define theme colors in `tailwind.config.ts` — use CSS variables,list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01172,ai-ressources/code-conventions/tailwind.md,58,#layout,Use `flex gap-*` instead of `space-x-*` / `space-y-*` (gap works with wrapping),list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01173,ai-ressources/code-conventions/tailwind.md,59,#layout,"Use `size-*` for equal width/height (e.g., `size-10` instead of `w-10 h-10`)",list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01175,ai-ressources/code-conventions/tailwind.md,61,#layout,Use `container mx-auto px-4` for page-level containers,list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01177,ai-ressources/code-conventions/tailwind.md,65,#utilities,`cn()` (from shadcn) for conditional class merging — never string concatenation,list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01178,ai-ressources/code-conventions/tailwind.md,66,#utilities,Prefer `text-foreground/50` opacity syntax over separate opacity utilities,list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01179,ai-ressources/code-conventions/tailwind.md,67,#utilities,"Use `ring-*` for focus indicators, not `outline-*`",list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01182,ai-ressources/code-conventions/tailwind.md,72,#dark-mode,Never hardcode color values — always reference semantic tokens,list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01184,ai-ressources/code-conventions/tailwind.md,76,#responsive-design,"Always mobile-first — base classes are mobile, modifiers add desktop overrides",list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01185,ai-ressources/code-conventions/tailwind.md,77,#responsive-design,Use `max-*` breakpoints sparingly — prefer min-width approach,list-or-table-row+normative-keyword,executable-candidate,css,code,source-family:css_design_tokens,source-family.css_design_tokens.detector,generated/css_design_tokens,pytest:tests/test_conventions_source_family_checks.py::css_design_tokens,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:d310b3fec1680e79d465946b8315add3df0074d1fdd1e6e79223f98ad71f188f
ARS-RULE-01191,ai-ressources/code-conventions/tanstack.md,9,#query-keys,"Always arrays: `['todos']`, `['todos', id]`, `['todos', { filter }]`",list-or-table-row+normative-keyword+colon-normative,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01192,ai-ressources/code-conventions/tanstack.md,10,#query-keys,"Use `queryOptions()` factory for reusable, type-safe key+fn pairs:",list-or-table-row+normative-keyword+colon-normative,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01197,ai-ressources/code-conventions/tanstack.md,29,#mutations,Always invalidate related queries after mutation:,list-or-table-row+normative-keyword+colon-normative,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01198,ai-ressources/code-conventions/tanstack.md,40,#mutations,`onSuccess`/`onError` callbacks are for **mutations only** — never on `useQuery`,list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01199,ai-ressources/code-conventions/tanstack.md,41,#mutations,Use `useMutationState` to track mutations without prop drilling,list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01201,ai-ressources/code-conventions/tanstack.md,44,#configuration,Set `staleTime` based on data volatility (default 0 = always stale),list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01202,ai-ressources/code-conventions/tanstack.md,45,#configuration,Use `QueryErrorResetBoundary` + `react-error-boundary` for error recovery,list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01203,ai-ressources/code-conventions/tanstack.md,46,#configuration,"`networkMode`: `'online'` (default), `'always'`, `'offlineFirst'`",list-or-table-row+normative-keyword+colon-normative,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01204,ai-ressources/code-conventions/tanstack.md,47,#configuration,Never use `enabled` with `useSuspenseQuery` — it defeats the purpose,list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01211,ai-ressources/code-conventions/tanstack.md,64,#search-params,"Use `useSearch()` to read, `useNavigate()` to update",list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01212,ai-ressources/code-conventions/tanstack.md,65,#search-params,Prefer search params over React state for shareable/bookmarkable UI state,list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01213,ai-ressources/code-conventions/tanstack.md,67,#data-loading,Use `loader` for route data — runs before component renders,list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01214,ai-ressources/code-conventions/tanstack.md,68,#data-loading,Use `beforeLoad` for auth guards and redirects,list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01216,ai-ressources/code-conventions/tanstack.md,73,#server-functions,Use `createServerFn()` for server-side logic:,list-or-table-row+normative-keyword+colon-normative,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01217,ai-ressources/code-conventions/tanstack.md,85,#server-functions,Always validate inputs with Zod,list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01223,ai-ressources/code-conventions/tanstack.md,93,#configuration,Never enable `verbatimModuleSyntax` — causes server bundle leakage,list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01226,ai-ressources/code-conventions/tanstack.md,112,#anti-patterns,No v4 function overloads — v5 requires object syntax only,list-or-table-row+normative-keyword,executable-candidate,typescript,code,source-family:javascript_code,source-family.javascript_code.detector,generated/javascript_code,pytest:tests/test_conventions_source_family_checks.py::javascript_code,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:fb2fc15aaf9c902b0cc845bc670bf859361f0f7d74883e3523345f19b9451629
ARS-RULE-01243,ai-ressources/code-conventions/testing.md,31,#naming-convention-all-platforms,Never use CSS class or style in the identifier,list-or-table-row+normative-keyword,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01247,ai-ressources/code-conventions/testing.md,79,#ai-instructions,"For every UI component: add platform-appropriate identifiers to every interactive element and observable state, follow the naming convention above, never use styling attributes. Use the Gherkin spec (if present) to determine scope.",normative-keyword+colon-normative,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01249,ai-ressources/code-conventions/testing.md,87,#naming-convention,"TypeScript | `describe` / `it(""should ..."")` | `it(""should reject expired tokens"")`",list-or-table-row+normative-keyword,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01253,ai-ressources/code-conventions/testing.md,91,#naming-convention,Kotlin | `` fun `should verb when condition`() `` | `` fun `should reject when token expired`() ``,list-or-table-row+normative-keyword,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01255,ai-ressources/code-conventions/testing.md,93,#naming-convention,"Dart | `test('should verb when condition', ...)` | `test('should reject expired tokens', ...)`",list-or-table-row+normative-keyword,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01266,ai-ressources/code-conventions/testing.md,111,#what-to-never-mock,Never mock this | Why,list-or-table-row+normative-keyword,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01270,ai-ressources/code-conventions/testing.md,117,#fakes-over-mocks,"Prefer fakes (an `InMemoryUserRepository` implementing the interface) over mocks (`vi.mock()`, `mockk<>()` with `when/thenReturn`). Mocks verify calls were made. Fakes verify behavior works.",normative-keyword,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01271,ai-ressources/code-conventions/testing.md,119,#fakes-over-mocks,"**Exception:** Spies are OK to verify a side-effect happened (email sent, event published) — but only on output ports, never on internal logic.",normative-keyword+colon-normative,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01272,ai-ressources/code-conventions/testing.md,123,#rules,"Use **factories/builders**, not static JSON fixtures",list-or-table-row+normative-keyword,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01286,ai-ressources/code-conventions/testing.md,144,#rule,Never use arbitrary `sleep`. Use explicit polling with condition and timeout.,normative-keyword,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01289,ai-ressources/code-conventions/testing.md,148,#patterns,"**Explicit timeout**: Always bound the wait, fail-fast if exceeded",list-or-table-row+normative-keyword+colon-normative,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01295,ai-ressources/code-conventions/testing.md,171,#rule,"Business logic is tested with unit tests. Boundaries (HTTP, DB, filesystem) are tested with integration tests. Never test business logic through an HTTP request.",normative-keyword,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01299,ai-ressources/code-conventions/testing.md,178,#7-coverage-philosophy,No mandatory coverage threshold — a well-tested 60% is better than a poorly-tested 90%,list-or-table-row+normative-keyword,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01310,ai-ressources/code-conventions/testing.md,216,#integration-tests-for-cli-commands,"Spawned binaries write to a pipe (not a TTY), so `supportsColor()` returns `false` even without `NO_COLOR`. Prefer asserting plain text content only. Force colors when ANSI assertions are needed: `{ env: { ...process.env, FORCE_COLOR: ""1"" } }`.",normative-keyword+colon-normative,executable-candidate,language-agnostic,code,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:4a4c7faad6f3772e5e8c2861bf6c61a6d9fd65bc72236150ab1543e2899aef7e
ARS-RULE-01313,ai-ressources/conventions/authority.md,51,#conflict-resolution-rule,Never log PII/secrets | `logging.md` | Security / compliance,list-or-table-row+normative-keyword,executable-candidate,language-agnostic,conventions,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:8ad22c36546f2b6bb74aeedfbcd1218f633f7a126252ab18f3eb91d211cd5fdd
ARS-RULE-01321,ai-ressources/conventions/authority.md,63,#design-convention-authority,"Mockup/maquettage | `design/references/mockup-specs.md` | Design tools only, never code",list-or-table-row+normative-keyword,executable-candidate,language-agnostic,conventions,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:8ad22c36546f2b6bb74aeedfbcd1218f633f7a126252ab18f3eb91d211cd5fdd
ARS-RULE-01330,ai-ressources/conventions/diagrams.md,18,#gherkin-business-flows,"Use when the flow describes **behavior from a user or system perspective** — preconditions, actions, and expected outcomes.",normative-keyword,executable-candidate,language-agnostic,conventions,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:1e49dbd1a868d17d1cf47faf1a618a3feb865d127ff452a6d56fa8064e14486c
ARS-RULE-01331,ai-ressources/conventions/diagrams.md,38,#mermaid-structural-flows,"Use for **structural flows** — processes with branching, parallelism, states, or interactions between multiple actors.",normative-keyword,executable-candidate,language-agnostic,conventions,source-family:code_prose,source-family.code_prose.detector,generated/code_prose,pytest:tests/test_conventions_source_family_checks.py::code_prose,"The final implementation must provide a deterministic detector, PASS fixture, FAIL fixture, and focused test proving this exact ARS obligation fails when violated and passes when respected.",sha256:1e49dbd1a868d17d1cf47faf1a618a3feb865d127ff452a6d56fa8064e14486c
